mat_id, formula,Weyl Point?
 mp-20256, In4K12P8,N
 mp-2030, Ru4S8,N
 mp-20805, Pb4Pd4F16,N
 mp-21510, In4K8Na4As8,N
 mp-21511, In4K8Na4P8,N
 mp-226, Fe4S8,N
 mp-22996, I4Sb4Se4,N
 mp-22997, Pb4Br4Cl4,N
 mp-23005, Bi4PbTe7,N
 mp-23034, Sr4Zn4Cl16,N
 mp-23041, I4S4Sb4,N
 mp-2310, Cd4O8,N
 mp-23199, Ba4Cl8,N
 mp-23260, Ba4I8,N
 mp-23291, Pb4Cl8,N
 mp-2340, Na6O6,N
 mp-23450, Rb4I4O16,N
 mp-23550, K4Br4F16,N
 mp-23562, K4I4O16,N
 mp-23704, Al4Na4H16,N
 mp-23711, Mg4H8,N
 mp-23713, Ca4H8,N
 mp-23714, Sr4H8,N
 mp-23715, Ba4H8,N
 mp-23758, K3Na3B6H24,N
 mp-24124, Nd2Cl2H4O4,N
 mp-24409, H8I2P2,N
 mp-2511, Pb4F8,N
 mp-2589, Mg4O8,N
 mp-2604, Mg4Te8,N
 mp-27180, Nd4Br4S4,N
 mp-27205, Tl8Cl16,N
 mp-27227, Ag12Li4O8,N
 mp-27303, Ag12Na4O8,N
 mp-27385, K4Tl4Cl16,N
 mp-27401, Na4I4O16,N
 mp-27449, Ga4Cl4Te4,N
 mp-27456, Ba4Br8,N
 mp-27478, Na6Pa2F16,N
 mp-27577, Cd8As12I4,N
 mp-27689, Br2H8P2,N
 mp-27741, Au4I4Te4,N
 mp-27747, Pd4I8,N
 mp-27904, Fe4S4Sb4,N
 mp-27927, Al4Nb4O16,N
 mp-28049, Ba4Br4Cl4,N
 mp-28077, Pb4Br8,N
 mp-28270, Cu4K4S4,N
 mp-28319, Pt4I8,N
 mp-28368, Au4Tl4Cl16,N
 mp-28383, K4Na4S4,N
 mp-28545, Li4Rb4O4,N
 mp-28567, Bi4Li4F16,N
 mp-28580, Y8Cl12N4,N
 mp-28592, Li14Br6O4,N
 mp-28595, K4Na4Se4,N
 mp-28603, Li4Na4Se4,N
 mp-28760, K4Rb4S4,N
 mp-28875, Hg8Cl4P12,N
 mp-28899, Hg8As12Br4,N
 mp-28900, Cd8As12Br4,N
 mp-29234, In4I4Te4,N
 mp-29236, In4Br4Te4,N
 mp-29238, Ag4Tl4Se4,N
 mp-29244, Cd8I4P12,N
 mp-29245, Cd8Br4P12,N
 mp-29246, Cd8Cl4P12,N
 mp-2940, Lu4O16P4,N
 mp-29456, Rb4I2N6,N
 mp-29463, Be4Li4N4,N
 mp-29537, Cl16O8,N
 mp-29829, Au16Li16S16,N
 mp-29862, Sn4Br8,N
 mp-30156, Li4Mg4N4,N
 mp-30456, Bi4Li4Sr4,N
 mp-30533, K6Pt12S18,N
 mp-3054, Li8C4O12,N
 mp-3074, Ag8K8O8,N
 mp-30996, Au2Rb2Br8,N
 mp-3125, K6Zn4F14,N
 mp-31468, Ca4Li4N4,N
 mp-3247, Cs8Ti4S12,N
 mp-3248, Tb4As4O16,N
 mp-3349, Sr6Ti4O14,N
 mp-34081, Na4Y4F16,N
 mp-3419, Au4Rb4F16,N
 mp-3527, Ag4Na12O8,N
 mp-3700, Li4Y4F16,N
 mp-37722, K2B2H8,N
 mp-38725, Na2B2H8,N
 mp-4006, Er4O16P4,N
 mp-4035, Rb4Re4O16,N
 mp-409, Na6S6,N
 mp-4104, Ho4O16P4,N
 mp-4165, Ta4N4O4,N
 mp-4200, Sc4O16P4,N
 mp-4340, Tb4O16P4,N
 mp-4406, Ca4O16S4,N
 mp-4609, Hf4O16Si4,N
 mp-4624, Ta4B4O16,N
 mp-4757, K4Re4O16,N
 mp-4790, Th4Ge4O16,N
 mp-4820, Zr4O16Si4,N
 mp-5014, Ag4Cu4S4,N
 mp-505709, Cs4Sm4Zn4Se12,N
 mp-505712, Cs4Ho4Zn4Se12,N
 mp-505713, Cs4Tm4Zn4Se12,N
 mp-5061, Li10Re2O12,N
 mp-5078, Sr4Zn4F16,N
 mp-510062, Cd4Cs4Sm4Se12,N
 mp-510065, Cs4Hg4Nd4Se12,N
 mp-510460, Cs4La4Zn4Te12,N
 mp-510462, Cs4Dy4Zn4Te12,N
 mp-510569, Ce4Cs4Cu4S12,N
 mp-5122, Al4Na12P8,N
 mp-5127, Cu8Li8O8,N
 mp-5132, Y4O16P4,N
 mp-5309, Au4K4F16,N
 mp-540703, Cs8S4,N
 mp-541487, Pt4Tl2Se6,N
 mp-542812, Ga12Te12,N
 mp-546125, Sc4As4O16,N
 mp-554822, CsO8P2Sb,N
 mp-555018, Au2Na4Rb2O4,N
 mp-555585, Ba4F8,N
 mp-5558, Na4Re4O16,N
 mp-556475, K4La4Pd4O12,N
 mp-556978, Na8S4,N
 mp-557232, K4Pd4Sm4O12,N
 mp-558831, K4Nd4Pd4O12,N
 mp-559025, Ag4Ba4Er4S12,N
 mp-559067, Au2K2Na4O4,N
 mp-559598, Li4Sc4F16,N
 mp-560569, K4Pd4Pr4O12,N
 mp-560791, Cs4Na4Ti4O12,N
 mp-561068, Bi4As4O16,N
 mp-561511, Fe4As4S4,N
 mp-561536, Mg4Na4B4O12,N
 mp-5632, Dy4As4O16,N
 mp-567542, Pb4I8,N
 mp-567644, Cu8Rb4Br12,N
 mp-567836, K8Na4B4P8,N
 mp-568137, Cs6Mg4Cl14,N
 mp-568191, Cu4Lu4Sr4Se12,N
 mp-568284, Sr4I8,N
 mp-568428, K3Na3B6H24,N
 mp-569051, Mg4H8,N
 mp-569107, Cs4Er4Zn4Te12,N
 mp-569442, Au4Rb4Cl16,N
 mp-570340, Ag4Au4Cl16,N
 mp-571232, Yb4Br8,N
 mp-571390, Cs8Li4Cl12,N
 mp-572767, Au4Cs4F16,N
 mp-573316, Cs6Pt12Se18,N
 mp-573658, Cs12As8B4,N
 mp-573710, Cs4Tb4Zn4Se12,N
 mp-573763, Cs8Te4,N
 mp-574620, Cs4Y4Zn4Se12,N
 mp-5767, Dy4O16P4,N
 mp-579536, Cs2Cu4Cl4I2,N
 mp-579556, Cs4Ho4Zn4Te12,N
 mp-5836, Th4O16Si4,N
 mp-5874, Ag4Tl4Te4,N
 mp-5884, Tm4O16P4,N
 mp-638078, Cs4Tb4Zn4Te12,N
 mp-642817, K4H4O4,N
 mp-643004, FeMg2SrH8,N
 mp-643264, BaFeMg2H8,N
 mp-643718, Ba4Mg4H16,N
 mp-644431, Cd8Cl4P12,N
 mp-644486, Al4K4H16,N
 mp-6450, Al4K8Li4P8,N
 mp-656662, Na10Re2O12,N
 mp-6647, Ag4Ba4Y4Se12,N
 mp-6660, Ba4Na4B4O12,N
 mp-674459, Er4Na4F16,N
 mp-675798, Ho4Na4F16,N
 mp-6983, Ag8Na8O8,N
 mp-7049, Cu4Tl4Zr4S12,N
 mp-7084, Ca4Sr4Si4,N
 mp-7094, Ag4Re4O16,N
 mp-7155, Cs4Er4Zn4Se12,N
 mp-7211, Cs4Hg4Pr4Se12,N
 mp-7212, Cs4Hg4Sm4Se12,N
 mp-7219, Na8Zr4Se12,N
 mp-730, Pt4P8,N
 mp-7386, Ag4Na4F16,N
 mp-7388, Au4Na4F16,N
 mp-7469, Cu8Na8O8,N
 mp-7470, Cu8Rb8O8,N
 mp-753160, Bi4F4O4,N
 mp-753257, Cu2Li2F8,N
 mp-753809, Ba2Ca2I8,N
 mp-754109, Pr4As4O16,N
 mp-754128, Ba6Hf4O14,N
 mp-754199, Ba4Sr4I16,N
 mp-754352, Cu4Na12O8,N
 mp-754358, Zn4O16Se4,N
 mp-754717, Rb4Br4O16,N
 mp-754745, Na8Sn4O12,N
 mp-754964, Hf4Zr4O16,N
 mp-755357, Nd4As4O16,N
 mp-755738, Rb8O4,N
 mp-755759, Zr4O8,N
 mp-755895, Ba6Zr4O14,N
 mp-756235, Ba6Sr2I16,N
 mp-756400, Bi4Nd4O16,N
 mp-7566, In4O16P4,N
 mp-7572, Mg4O16S4,N
 mp-7596, Nb4N4O4,N
 mp-760483, Li8Pd4O12,N
 mp-761036, Cd4O16Se4,N
 mp-7644, Lu4As4O16,N
 mp-768383, Bi4Sm4O16,N
 mp-768863, Pr4As4O16,N
 mp-771977, Tm4As4O16,N
 mp-772156, Er4As4O16,N
 mp-772261, La4As4O16,N
 mp-772290, Ag8Li8O8,N
 mp-774736, Cu8Li8S8,N
 mp-7756, Li4Sr4Sb4,N
 mp-779545, Cu6Na18O12,N
 mp-7911, Cu8K8O8,N
 mp-7931, Sr6P6,N
 mp-7951, Th4Se8,N
 mp-8042, Zr4Ge4O16,N
 mp-8058, Y4As4O16,N
 mp-8161, Ca4Pd4F16,N
 mp-8200, Ag4P8,N
 mp-8253, Na10Re2O12,N
 mp-8459, Cd4O16S4,N
 mp-8484, Zn4O8,N
 mp-8543, Al4Na12As8,N
 mp-8603, Ag8Rb8O8,N
 mp-8615, Nb4B4O16,N
 mp-864603, Yb4H8,N
 mp-8666, Ag8Cs8O8,N
 mp-867700, Cu6Li18S12,N
 mp-867730, Cs8Sn4O12,N
 mp-8723, As2F10,N
 mp-8724, K4O6Te2,N
 mp-8754, Li4Na4Te4,N
 mp-8755, K4Na4Te4,N
 mp-8759, Cs8Zr4O12,N
 mp-9062, Rb6S6,N
 mp-9068, Al4K8Na4P8,N
 mp-9069, Al4K8Na4As8,N
 mp-927, Cu4P8,N
 mp-9272, Pt4Tl2S6,N
 mp-9317, Cu4K4Zr4S12,N
 mp-9396, Cu4Hf4Tl4S12,N
 mp-9397, Cu4Hf4Tl4Se12,N
 mp-9503, Ba4Cu4Dy4Te12,N
 mp-9548, As12Ge12,N
 mp-9664, K12B4P8,N
 mp-9665, K12As8B4,N
 mp-9666, Ga4K8Na4P8,N
 mp-9675, Cs12B4P8,N
 mp-9676, Ga4K8Na4As8,N
 mp-9718, Rb12As8B4,N
 mp-9720, Rb12B4P8,N
 mp-9755, Hf4Ge4O16,N
 mp-9756, Th4Ge4O16,N
 mp-976291, Al4Li4H16,N
 mp-976713, Ho2Cl2H4O4,N
 mp-9853, Lu2P10,N
 mp-9855, Cu4Hf4K4S12,N
 mp-9856, Cs8Zr4Se12,N
 mp-985782, C4H8,N
 mp-9868, Cu12K4S8,N
 mp-753737, Cu4Li12S8,N
 mp-753748, Cu4Li12S8,N
 mp-770846, Ba12Sn8O28,N
 mp-27563, In4Rb2O7,N
 mp-28879, Ca10P16,N
 mp-3006, Pd3P2S8,N
 mp-3857, Ba9O24P6,N
 mp-4632, Sr9O24P6,N
 mp-554959, Al2K2O7Sb2,N
 mp-556275, Al2Rb2O7Sb2,N
 mp-557359, Al2Cs2O7Sb2,N
 mp-560874, Ba3Pb6C6F6O18,N
 mp-569675, Hg4Pd2Tl4Cl16,N
 mp-569978, Na6Ti9Cl24,N
 mp-7941, Li18O18Te3,N
 mp-8710, Ca6Pt9O24,N
 mp-9783, Ba9As6O24,N
 mp-10191, Lu16Mg8Se32,N
 mp-10811, Na2Sr8B6N12,N
 mp-10953, Cd8Sc16S32,N
 mp-11641, Ag16O32Se8,N
 mp-11691, Hg4Nd8O16,N
 mp-11902, Ba4Ge2Se8,N
 mp-1346, B36O6,N
 mp-13743, Ga4K12O12,N
 mp-13744, Ga4Rb12O12,N
 mp-13995, Hg16Ge8O32,N
 mp-14100, Cd8Rh16O32,N
 mp-14288, Sr24P32,N
 mp-14289, Ba24P32,N
 mp-14304, Lu16Mg8S32,N
 mp-14307, Mg8Sc16S32,N
 mp-14434, K12Ge4S12,N
 mp-14435, K12Ge4Se12,N
 mp-14447, Ba4Se8Si2,N
 mp-14620, Cd8Tm16Se32,N
 mp-15802, Mg8Tm16Se32,N
 mp-15803, Mg8Y16Se32,N
 mp-15844, Ta2O10P2,N
 mp-15845, Li16Sr4N8,N
 mp-16267, Cd8Dy16S32,N
 mp-17662, Lu8Pd4O16,N
 mp-19803, Cd8In16O32,N
 mp-20397, In8Sr4Te16,N
 mp-20493, In16Mg8S32,N
 mp-20496, Ga8Pb4O16,N
 mp-20944, Pb2Sr4O8,N
 mp-21137, Ca4Pb2O8,N
 mp-2131, Sr8N48,N
 mp-22052, In16Zn8S32,N
 mp-22303, In4Rb12S12,N
 mp-22587, Cd8In16Se32,N
 mp-22766, Ca8In16O32,N
 mp-22961, Li16Zn8Cl32,N
 mp-22999, Hg6Cl4O4,N
 mp-23582, Bi3K3Li18O18,N
 mp-23720, Al4Be4H20,N
 mp-27821, Ag6P22,N
 mp-28395, B36P6,N
 mp-28490, Tl6B2Se6,N
 mp-28491, Cu16O32S8,N
 mp-28505, Al4Ba2Te8,N
 mp-28657, Mg2Na4Cl8,N
 mp-28658, Cd2Na4Cl8,N
 mp-28967, Ba2Pd4S8,N
 mp-2898, Au8Ca4O16,N
 mp-2908, Al16Zn8O32,N
 mp-29297, Cd6Cl4O4,N
 mp-29415, Cd6Cl6P2,N
 mp-29976, Na12B4S12,N
 mp-30126, Ba4B8S16,N
 mp-30293, Sr8Ge4Se16,N
 mp-3041, Cd8Er16S32,N
 mp-3143, Na8O16S4,N
 mp-3319, Mg8Rh16O32,N
 mp-33940, Mg8Pt4O16,N
 mp-34022, Mg8Sn4O16,N
 mp-3443, Cd8Ga16O32,N
 mp-3536, Al16Mg8O32,N
 mp-35493, Sn4Zn8O16,N
 mp-35647, Pt4Zn8O16,N
 mp-35785, Cd8Y16S32,N
 mp-3622, Na4Pd2F8,N
 mp-36866, Al16Cd8O32,N
 mp-38008, Cd4Li8Cl16,N
 mp-3807, Al16Cd8Se32,N
 mp-38307, Al8Mg4O16,N
 mp-38684, Li8Mg4Cl16,N
 mp-38951, Ga8Mg4O16,N
 mp-3904, Mg16Ge8O32,N
 mp-3930, Mn8Sc16S32,N
 mp-4284, Cd8Ho16Se32,N
 mp-4324, Cd8Tm16S32,N
 mp-4530, Cd16O32Si8,N
 mp-4590, Ga16Mg8O32,N
 mp-4747, Ca4Sn2O8,N
 mp-4770, Na16O32S8,N
 mp-4842, Al16Zn8S32,N
 mp-5141, Na16O32Se8,N
 mp-5146, Rh16Zn8O32,N
 mp-553874, Ag10Ba4La2S12,N
 mp-554191, Na4U2O8,N
 mp-554921, Bi8Hg4S16,N
 mp-555954, Ba4Hg4Sn4S16,N
 mp-558658, Y4C2N4O4,N
 mp-559200, Cd8In16S32,N
 mp-559446, Na4Pd4P4S16,N
 mp-560605, Au2La8Li2O16,N
 mp-567756, La8C4Cl4N12,N
 mp-568987, Be2Na4H8,N
 mp-570803, Ba4Ge2Se4Te4,N
 mp-570959, Cd8Dy16Se32,N
 mp-5794, Ga16Zn8O32,N
 mp-579560, Cs3Br9Sb2,N
 mp-624, As6B36,N
 mp-642735, Pt2Rb4H8,N
 mp-643010, Cs4Pt2H8,N
 mp-643023, Mg8Ru4H16,N
 mp-644494, Pd2Rb4H8,N
 mp-674328, In4Zn2S8,N
 mp-676, Ca8N48,N
 mp-676338, In8Mg4O16,N
 mp-6799, Ca8Li2B6N12,N
 mp-6942, Cd8Ho16S32,N
 mp-6987, Ga8Sr4Te16,N
 mp-7191, Ga2Sr6N6,N
 mp-752413, Ca4Hf2O8,N
 mp-752451, Cu8Zn4O16,N
 mp-752684, Ba4Tm8O16,N
 mp-752726, Ba4La8O16,N
 mp-753418, Nd16Sr8O32,N
 mp-753815, Ca4Y8O16,N
 mp-754047, Rb12O12Sb4,N
 mp-754114, Sc16Sr8O32,N
 mp-754211, La16Sr8O32,N
 mp-754381, Zr24N32,N
 mp-754454, Ag8Cd4O16,N
 mp-754781, Ga18N6O18,N
 mp-754942, Sm16Sr8O32,N
 mp-755044, Ca8Tb16O32,N
 mp-755239, Ga16Hg8O32,N
 mp-755393, La2Sr2I10,N
 mp-755558, Ba8La16O32,N
 mp-755597, Ca4Ce2O8,N
 mp-755705, La2Sr2I10,N
 mp-755988, Hf24N32,N
 mp-756297, In16Zn8O32,N
 mp-756354, Sc8Sr4O16,N
 mp-756564, Ba4Y4Cl20,N
 mp-756578, La4Mg4I20,N
 mp-756580, Lu8Sr4O16,N
 mp-756646, Lu16Sr8O32,N
 mp-760515, Ba6Sr8O14,N
 mp-7657, K12Si4Te12,N
 mp-772082, Ca4La4I20,N
 mp-779287, Hg4La8O16,N
 mp-779704, Hg16O32Si8,N
 mp-780535, Ba4Lu8O16,N
 mp-7831, In16Mg8O32,N
 mp-7841, Ba4Ga8Se16,N
 mp-8153, Hg4Na4O16P4,N
 mp-8263, K2Na4B2O6,N
 mp-8269, Cd8Lu16S32,N
 mp-8422, Al8Sr4Se16,N
 mp-8564, CsK2ScO8P2,N
 mp-861906, BaMgNa2O8P2,N
 mp-8872, Na4Rb2B2O6,N
 mp-9029, Ca12V4N12,N
 mp-9059, K3Li18Ta3O18,N
 mp-9297, Au8Ba4O16,N
 mp-9298, Au8Sr4O16,N
 mp-9723, Li2Sr8B6N12,N
 mp-973261, Mg16Sn8O32,N
 mp-974713, K4Pt2H8,N
 mp-22538, Li24Pb3O18,N
 mp-23751, Cs9Mg9H27,N
 mp-27487, Li6Th3N6,N
 mp-28022, Cd4Na24Cl32,N
 mp-28712, Hg12O14Si4,N
 mp-28828, Fe4Li24Cl32,N
 mp-29008, Li24Mg4Br32,N
 mp-567219, Ca6Li8N12Si4,N
 mp-567371, Li8Sr6Ge4N12,N
 mp-6325, Ba3MgTa2O9,N
 mp-632760, Na2PtH6O6,N
 mp-6474, Ba3MgNb2O9,N
 mp-696746, B36C9,N
 mp-7249, Ba3Nb2ZnO9,N
 mp-752922, Hf3Li24O18,N
 mp-754266, Li24Ti3S18,N
 mp-755225, Li24Zr3O18,N
 mp-755421, Ca24Hf4O32,N
 mp-755556, Ba24Zr4O32,N
 mp-16180, Na24O36S8,N
 mp-21084, Ga8In24Pt4O32,N
 mp-4647, Cu16K6Se12,N
 mp-560515, K8Ru4Cl20O2,N
 mp-643047, Ba3Ir2H12,N
 mp-9619, Fe8Th2P24,N
 mp-19992, La18U3O36,N
 mp-20402, Lu18U3O36,N
 mp-22189, In18O36Te3,N
 mp-27698, U3Y18O36,N
 mp-680679, Cu8Ho8K4S18,N
 mp-754359, Y18O36Te3,N
 mp-755804, Lu18O36Te3,N
 mp-867371, Cu8K4Y8Se18,N
 mp-27377, K4Zr5O12,N
 mp-555678, Na4Ti5O12,N
 mp-560555, Bi4Li16Pd2O20,N
 mp-643371, K6Sn3H36N18,N
 mp-756810, Sr9Ta12F6O36,N
 mp-862701, Ca3Cs3C3F3O9,N
 mp-974482, Hf5K4O12,N
 mp-672339, Ag4Hg14I12P16,N
 mp-985697, Ba3N2O12Si6,N
 mp-27559, Cd2Na14O9,N
 mp-14871, Li48Ta6N24O3,N
 mp-569413, K6Nb18Sr3Cl54,N
 mp-569465, Cs6Nb18Pb3Cl54,N
 mp-6031, Li48Nb6N24O3,N
 mp-984696, Hf9Tl36Te36,N
 mp-17208, K4Li28Zr6O28,N
 mp-504806, K4Li28Pb6O28,N
 mp-504810, Li28Pb6Rb4O28,N
 mp-14324, Be4K4Na8O10,N
 mp-18010, Pd6Ta4Se16,N
 mp-23691, Tl8B48H48,N
 mp-23768, Al4Zn4F20H16O8,N
 mp-24123, Rb8B48H48,N
 mp-24136, Cs8B48H48,N
 mp-24142, Al4Mg4F20H16O8,N
 mp-24239, K8B48H48,N
 mp-27482, Ag16P8S28,N
 mp-28805, Pt10Tl4S12,N
 mp-28995, Cu16P32Si4,N
 mp-31418, La4O36Sb12,N
 mp-4425, Pt6Ta4Se16,N
 mp-504898, Nb4Pd6Se16,N
 mp-554303, La6U2Cl6O12,N
 mp-554719, Mg6B2H6O12,N
 mp-556183, Pr6U2Cl6O12,N
 mp-557467, Ca2Li8B4O12,N
 mp-557577, K6Sc2O14Si4,N
 mp-557698, K8Na4O12Te2,N
 mp-558533, Nd6U2Cl6O12,N
 mp-560046, Pt6Ta4S16,N
 mp-560303, Ba4Ca8C8F8O24,N
 mp-560623, Mg6O16P4,N
 mp-568105, Ba4Zr12B2Cl34,N
 mp-6081, Ba4Ti2O16Si4,N
 mp-6637, Ag8Mn2S12Sb4,N
 mp-756919, Mg6As4O16,N
 mp-766217, Cu4Sr8O14,N
 mp-769381, Ca12Ta8O32,N
 mp-770741, Mg12As8O32,N
 mp-9071, Na64Ti8As32,N
 mp-10103, Al2Li2Yb2F12,N
 mp-10488, Ag4Cs4Ti2S8,N
 mp-10489, Cs4Cu4Ti2Se8,N
 mp-10942, K2La2Na2Nb2O10,N
 mp-11677, Sr12As16Si8,N
 mp-11692, Ba12As16Si8,N
 mp-12829, Ca2Ga2Li2F12,N
 mp-13634, Al9Cs6Li3F36,N
 mp-13820, Cd6O10Si2,N
 mp-13836, Rh4U2O12,N
 mp-13985, Li4Pd2F12,N
 mp-13986, Li4Pt2F12,N
 mp-14249, Th2P4S12,N
 mp-14339, K16Pd24Se32,N
 mp-14340, Pd24Rb16Se32,N
 mp-16124, Ba4Mn4Pr8S20,N
 mp-16452, Ba4La8Zn4S20,N
 mp-16454, Ba4Pr8Zn4S20,N
 mp-16455, Ba4Nd8Zn4S20,N
 mp-17228, K16Ni24S32,N
 mp-17895, Be4K12F20,N
 mp-18006, Cu8Rb8Sn4S16,N
 mp-22170, Li16Pb4O16,N
 mp-22186, In24Pt4Ge8O36,N
 mp-23571, Ba16Bi12K4O4,N
 mp-23657, Na24Cl4F4O32S8,N
 mp-23764, Mg3H4O9Si2,N
 mp-23966, Mg4H8O20Se4,N
 mp-24090, Ba4H16I8O8,N
 mp-24338, Sr10As6H2,N
 mp-25301, Ti4O24Si8,N
 mp-27265, Au18Cl18O18,N
 mp-27688, K4I12Te2,N
 mp-28247, K4Pt2I12,N
 mp-28324, In4Sr6P8,N
 mp-28371, K8Zn12O16,N
 mp-28744, Os4Y16Br16,N
 mp-2884, Cs8Mn12S16,N
 mp-28931, Ga4O12Te2,N
 mp-28982, Pb4Pd2Cl12,N
 mp-28983, Pb4Pd2Br12,N
 mp-29012, Ag9Tl18I27,N
 mp-29410, Li8B8S20,N
 mp-29469, Pd2Cl4Se12,N
 mp-29794, Ba8Pd4F24,N
 mp-29898, Au8Tl4S6,N
 mp-30100, Li8B8Se20,N
 mp-30292, Nd16N8Se12,N
 mp-31243, Ba6As12,N
 mp-31303, Pr16N8Se12,N
 mp-31419, La3O36Sb15,N
 mp-3704, Cs8Mn12Se16,N
 mp-4052, Mn12Rb8Se16,N
 mp-4558, Li16Ge4O16,N
 mp-505633, Cs8Zn12S16,N
 mp-5496, Al10C6N2,N
 mp-554116, Ba2Pb4Br2F10,N
 mp-554245, Ba2Pb4F10I2,N
 mp-555852, Ag8Rb8Ge4S16,N
 mp-556066, Li2Sr4F2O8Si2,N
 mp-556438, K2Na2Nb2Sm2O10,N
 mp-556525, Ba2Nd4Pt2O10,N
 mp-556741, K2Na2Th2F12,N
 mp-557035, K12F4O16S4,N
 mp-557410, Nd4Br4O20Te8,N
 mp-557862, Ag4Ba2Hg4O8,N
 mp-558212, K2Na2Nb2Nd2O10,N
 mp-558317, K2Na2Nb2Pr2O10,N
 mp-558500, Ag16K16Ge8S32,N
 mp-558826, Be2Ho2K2F12,N
 mp-559270, Ba16Rb4O4Sb12,N
 mp-560340, La4Pd4O10,N
 mp-561641, Au16Cs16Sn8S32,N
 mp-561786, Cs6O36Te12,N
 mp-567386, Cd12Cs8Te16,N
 mp-570258, Al8Ca12N16,N
 mp-570262, Cs12Zn4Cl20,N
 mp-570823, Ba4B8Se24,N
 mp-570887, Ag4K4Sn2Se8,N
 mp-571162, Ca12Ga8N16,N
 mp-574040, K4Sn2Br12,N
 mp-6134, Al2Ca2Li2F12,N
 mp-6138, Na4Ti2O10Si2,N
 mp-6228, Na4Ti2Ge2O10,N
 mp-642736, K6Pd2H10,N
 mp-642821, K6Pt2H10,N
 mp-642845, Pt2Rb6H10,N
 mp-643006, Cs6Pd2H10,N
 mp-643022, Pd2Rb6H10,N
 mp-643253, Ba8Pt4H24,N
 mp-643270, K12Zn4H20,N
 mp-643651, Rb12Zn4H20,N
 mp-643702, Cs12Zn4H20,N
 mp-643712, Mg4Rb12H20,N
 mp-643895, Cs12Mg4H20,N
 mp-6468, Ba4Nd8Zn4O20,N
 mp-6591, Al2Li2Sr2F12,N
 mp-674531, Li20Ge4P12,N
 mp-675562, K8Th4F24,N
 mp-675800, Li20Ti4P12,N
 mp-6770, Ba4La8Mn4S20,N
 mp-6793, Ba4La8Zn4O20,N
 mp-696806, Ba4Br8H16O8,N
 mp-697181, Cs2Li4H6O6,N
 mp-7129, Cu4Rb4Ti2S8,N
 mp-7499, Sn8Tl8S20,N
 mp-753460, Ba2Ca4I12,N
 mp-755950, Ba4Sc4O10,N
 mp-756202, Ba4Sr2I12,N
 mp-756344, Li16Zr4O16,N
 mp-756389, Lu4O12Te2,N
 mp-756725, Ba4Ca2I12,N
 mp-760510, Bi4Sr4O10,N
 mp-768203, Be12H24,N
 mp-7765, Ba12O20Si4,N
 mp-8203, Zr2P4S12,N
 mp-8514, Ba2Nd4Pd2O10,N
 mp-8515, Ba2Pd2Sm4O10,N
 mp-861607, K2Na2Nd2Ta2O10,N
 mp-861868, K2La2Na2Ta2O10,N
 mp-861944, K2Na2Pr2Ta2O10,N
 mp-861957, K2Na2Sm2Ta2O10,N
 mp-8959, Cs2K4Pd2F10,N
 mp-8965, K8Sn8S20,N
 mp-8966, K8Sn8Se20,N
 mp-9172, Li16Ti4O16,N
 mp-9322, Rb8Sn8Se20,N
 mp-9650, Mg2Ta4O12,N
 mp-9668, Ba12Ti4S20,N
 mp-975605, Ir2Pr12Cl22,N
 mp-9757, Ba2Pt2Sm4O10,N
 mp-9759, Ba2Pd2Pr4O10,N
 mp-983061, Sr2As4O12,N
 mp-9843, Al8Sr12P16,N
 mp-9910, K16Pd24S32,N
 mp-23947, Cs12Mg4H20,N
 mp-23948, Mg4Rb12H20,N
 mp-756624, Ba8Sr4I24,N
 mp-10299, Ca24Pd6O36,N
 mp-10392, Cd6Pt6Sr18O36,N
 mp-10461, Na6Sr18O36Sb6,N
 mp-11643, K4Mg2P4Se12,N
 mp-12362, Ag6Hg18O36Sb6,N
 mp-12533, Hf16La16O56,N
 mp-13042, Na6Sr18Ta6O36,N
 mp-13801, Pt16Tl16O56,N
 mp-14026, Ca16Ta16O56,N
 mp-14495, Li12Zn2O8,N
 mp-15170, Lu16Sn16O56,N
 mp-16183, Tl8B8Se28,N
 mp-16184, Rb8B8Se28,N
 mp-16280, Ca8O28Sb8,N
 mp-16884, Cu12Er8Rb4Se20,N
 mp-17114, Nd16Sn16O56,N
 mp-17149, Er6Rh6Sr18O36,N
 mp-17344, Cu12Er8Rb4S20,N
 mp-17512, Au4Zn2F16,N
 mp-17829, Rh6Sm6Sr18O36,N
 mp-17929, Cu12Ho8Rb4S20,N
 mp-17948, Hg16S24Si4,N
 mp-17972, Hg16Zn16F48O8,N
 mp-18163, Cd16Ge4Se24,N
 mp-18179, Cd16S24Si4,N
 mp-18246, K12Mn2Te8,N
 mp-18247, Rh6Sc6Sr18O36,N
 mp-18498, Rh6Sr18Y6O36,N
 mp-18651, Dy6Rh6Sr18O36,N
 mp-18652, Ho6Rh6Sr18O36,N
 mp-18705, Rh6Sr18Tb6O36,N
 mp-18710, Ag12Rb4Sm8Se20,N
 mp-20254, Na8O28Te8,N
 mp-20845, Dy16Sn16O56,N
 mp-22930, Cd6Rb24Cl36,N
 mp-23125, Fe6K18Na6Cl36,N
 mp-23341, Bi16Pt16O56,N
 mp-23347, Rb24Yb6I36,N
 mp-23392, Cd6K24Cl36,N
 mp-27375, Hg2Tl8I12,N
 mp-28167, Co2Th12Br30,N
 mp-28315, Cd6Rb24Br36,N
 mp-28517, Tl12I8Se2,N
 mp-28564, Pb6Rb24Br36,N
 mp-28734, Co2Zr12Cl30,N
